X,Y,Z,E1,E2,mpt,load,contact,real_wire_speed,set_wire_speed
154.13,-96.53,276.02,7.31,32.06,2311.91432,1.16814,4.92003,3.2719,3.3594
154.13,-96.53,276.02,7.31,32.06,2311.91376,1.16812,4.91982,3.2719,3.3594
154.13,-96.53,276.02,7.31,32.06,2311.91324,1.16882,4.91986,3.2719,3.3594
154.13,-96.53,276.02,7.31,32.06,2311.91215,1.16957,4.92083,3.2719,3.3594
153.74,-97.14,276.02,7.31,32.31,2311.91151,1.16939,4.92087,3.2719,3.3594
153.74,-97.14,276.02,7.31,32.31,2311.91151,1.16939,4.92087,3.2719,3.3594
153.74,-97.14,276.02,7.31,32.31,2311.91047,1.16988,4.92098,3.2719,3.3594
153.74,-97.14,276.02,7.31,32.31,2311.9104,1.17008,4.92096,3.2719,3.3594
153.74,-97.14,276.02,7.31,32.31,2311.91005,1.17018,4.92104,3.2719,3.3594
153.74,-97.14,276.02,7.31,32.31,2311.90983,1.16991,4.9205,3.2719,3.3594
153.74,-97.14,276.02,7.31,32.31,2311.90965,1.17019,4.92033,3.2719,3.3594
153.27,-97.88,276.02,7.31,32.56,2311.90942,1.1715,4.91971,3.2719,3.3594
153.27,-97.88,276.02,7.31,32.56,2311.90925,1.17148,4.92029,3.2668,3.3594
153.27,-97.88,276.02,7.31,32.56,2311.90907,1.172,4.92059,3.2668,3.3594
153.27,-97.88,276.02,7.31,32.56,2311.90899,1.17204,4.9201,3.2668,3.3594
153.27,-97.88,276.02,7.31,32.56,2311.90892,1.17201,4.91987,3.2668,3.3594
153.27,-97.88,276.02,7.31,32.56,2311.90877,1.17331,4.91975,3.2668,3.3594
152.83,-98.56,276.02,7.31,32.81,2311.90874,1.17322,4.92004,3.2668,3.3594
152.83,-98.56,276.02,7.31,32.81,2311.9086,1.17227,4.91955,3.2668,3.3594
152.83,-98.56,276.02,7.31,32.81,2311.90856,1.17273,4.91975,3.3237,3.3594
152.83,-98.56,276.02,7.31,32.81,2311.90847,1.17289,4.92027,3.3237,3.3594
152.83,-98.56,276.02,7.31,32.81,2311.90845,1.17287,4.91992,3.3237,3.3594
152.38,-99.25,276.02,7.31,33.06,2311.90843,1.17289,4.91995,3.3237,3.3594
152.38,-99.25,276.02,7.31,33.06,2311.90837,1.17282,4.91978,3.3237,3.3594
152.38,-99.25,276.02,7.31,33.06,2311.90835,1.17307,4.91993,3.3237,3.3594
152.38,-99.25,276.02,7.31,33.06,2311.90833,1.17295,4.91979,3.3237,3.3594
152.38,-99.25,276.02,7.31,33.06,2311.90831,1.17279,4.92004,3.3859,3.3594
152.38,-99.25,276.02,7.31,33.06,2311.9083,1.17293,4.91982,3.3859,3.3594
151.94,-99.93,276.02,7.31,33.31,2311.90828,1.17383,4.91945,3.3859,3.3594
151.94,-99.93,276.02,7.31,33.31,2311.90827,1.17286,4.91932,3.3859,3.3594
151.94,-99.93,276.02,7.31,33.31,2311.90826,1.17278,4.91929,3.3859,3.3594
151.94,-99.93,276.02,7.31,33.31,2311.90826,1.17278,4.91929,3.3859,3.3594
151.94,-99.93,276.02,7.31,33.31,2311.89986,1.16764,4.9193,3.3626,3.3594
151.46,-100.67,276.02,7.31,33.62,2311.90062,1.16637,4.9188,3.3626,3.3594
151.46,-100.67,276.02,7.31,33.62,2311.90137,1.16384,4.9192,3.3626,3.3594
151.46,-100.67,276.02,7.31,33.62,2311.90195,1.1609,4.91962,3.3626,3.3594
151.46,-100.67,276.02,7.31,33.62,2311.9032,1.16137,4.91939,3.3626,3.3594
151.46,-100.67,276.02,7.31,33.62,2311.90392,1.16263,4.91955,3.3626,3.3594
151.46,-100.67,276.02,7.31,33.62,2311.9045,1.16291,4.91913,3.3626,3.3594
151.05,-101.28,276.02,7.31,33.81,2311.90527,1.16333,4.9197,3.3366,3.3594
151.05,-101.28,276.02,7.31,33.81,2311.90551,1.16419,4.91964,3.3366,3.3594
151.05,-101.28,276.02,7.31,33.81,2311.90578,1.16443,4.91932,3.3366,3.3594
151.05,-101.28,276.02,7.31,33.81,2311.90598,1.16531,4.91951,3.3366,3.3594
151.05,-101.28,276.02,7.31,33.81,2311.90618,1.1663,4.92016,3.3366,3.3594
151.05,-101.28,276.02,7.31,33.81,2311.90648,1.16719,4.91905,3.3366,3.3594
151.05,-101.28,276.02,7.31,33.81,2311.90681,1.16697,4.91906,3.3366,3.3594
151.05,-101.28,276.02,7.31,33.81,2311.90701,1.16816,4.91987,3.3366,3.3594
150.65,-101.88,276.02,7.31,34.06,2311.90713,1.16839,4.92017,3.2899,3.3594
150.65,-101.88,276.02,7.31,34.06,2311.90723,1.16934,4.91995,3.2899,3.3594
150.65,-101.88,276.02,7.31,34.06,2311.90732,1.16892,4.91998,3.2899,3.3594
150.65,-101.88,276.02,7.31,34.06,2311.90747,1.16834,4.92038,3.2899,3.3594
150.65,-101.88,276.02,7.31,34.06,2311.9076,1.16991,4.92013,3.2899,3.3594
150.65,-101.88,276.02,7.31,34.06,2311.9077,1.17114,4.92024,3.2899,3.3594
149.99,-102.84,276.02,7.31,34.44,2311.90776,1.17111,4.92078,3.2899,3.3594
149.99,-102.84,276.02,7.31,34.44,2311.9078,1.17073,4.92086,3.2771,3.3594
149.99,-102.84,276.02,7.31,34.44,2311.90784,1.17117,4.92069,3.2771,3.3594
149.99,-102.84,276.02,7.31,34.44,2311.90787,1.17099,4.92065,3.2771,3.3594
149.99,-102.84,276.02,7.31,34.44,2311.90793,1.1704,4.92011,3.2771,3.3594
149.99,-102.84,276.02,7.31,34.44,2311.90798,1.17001,4.92007,3.2771,3.3594
149.99,-102.84,276.02,7.31,34.44,2311.90802,1.16826,4.91922,3.2771,3.3594
149.52,-103.52,276.02,7.31,34.69,2311.90805,1.16795,4.91914,3.2797,3.3594
149.52,-103.52,276.02,7.31,34.69,2311.90807,1.16586,4.91942,3.2797,3.3594
149.52,-103.52,276.02,7.31,34.69,2311.88248,1.16433,4.91912,3.2797,3.3594
149.52,-103.52,276.02,7.31,34.69,2311.88459,1.16415,4.919,3.2797,3.3594
149.52,-103.52,276.02,7.31,34.69,2311.88701,1.16513,4.91926,3.2797,3.3594
149.52,-103.52,276.02,7.31,34.69,2311.89053,1.16721,4.91922,3.2797,3.3594
149.52,-103.52,276.02,7.31,34.69,2311.8925,1.16772,4.91876,3.2797,3.3594
149.08,-104.15,276.02,7.31,34.94,2311.85455,1.16809,4.91868,3.2797,3.3594
149.08,-104.15,276.02,7.31,34.94,2311.85804,1.16795,4.91879,3.2771,3.3594
149.08,-104.15,276.02,7.31,34.94,2311.86682,1.16747,4.91957,3.2771,3.3594
149.08,-104.15,276.02,7.31,34.94,2311.85129,1.16885,4.92041,3.2771,3.3594
149.08,-104.15,276.02,7.31,34.94,2311.83679,1.16887,4.92012,3.2771,3.3594
148.59,-104.85,276.02,7.31,35.19,2311.82816,1.16926,4.92005,3.2771,3.3594
148.59,-104.85,276.02,7.31,35.19,2311.82252,1.17073,4.91963,3.2771,3.3594
148.59,-104.85,276.02,7.31,35.19,2311.81492,1.17071,4.91966,3.2823,3.3594
148.59,-104.85,276.02,7.31,35.19,2311.82365,1.17075,4.91984,3.2823,3.3594
148.59,-104.85,276.02,7.31,35.19,2311.80906,1.17094,4.9194,3.2823,3.3594
148.59,-104.85,276.02,7.31,35.19,2311.81287,1.17105,4.91938,3.2823,3.3594
148.59,-104.85,276.02,7.31,35.19,2311.82694,1.17201,4.91837,3.2823,3.3594
148.05,-105.62,276.02,7.31,35.5,2311.76835,1.1718,4.91954,3.2823,3.3594
148.05,-105.62,276.02,7.31,35.5,2311.76835,1.1718,4.91954,3.2823,3.3594
148.05,-105.62,276.02,7.31,35.5,2311.78659,1.17167,4.91897,3.3289,3.3594
148.05,-105.62,276.02,7.31,35.5,2311.77424,1.17162,4.91967,3.3289,3.3594
148.05,-105.62,276.02,7.31,35.5,2311.75375,1.17175,4.91921,3.3289,3.3594
147.56,-106.29,276.02,7.31,35.75,2311.78043,1.17146,4.91914,3.3289,3.3594
147.56,-106.29,276.02,7.31,35.75,2311.75791,1.17197,4.91877,3.3289,3.3594
147.56,-106.29,276.02,7.31,35.75,2311.74976,1.172,4.91979,3.3289,3.3594
147.56,-106.29,276.02,7.31,35.75,2311.73991,1.17166,4.91971,3.3289,3.3594
147.56,-106.29,276.02,7.31,35.75,2311.75638,1.17205,4.91977,3.3315,3.3594
147.56,-106.29,276.02,7.31,35.75,2311.73658,1.17224,4.91977,3.3315,3.3594
147.12,-106.91,276.02,7.31,36,2311.74691,1.17202,4.91996,3.3315,3.3594
147.12,-106.91,276.02,7.31,36,2311.75881,1.17189,4.92023,3.3315,3.3594
147.12,-106.91,276.02,7.31,36,2311.75694,1.17122,4.92069,3.3315,3.3594
147.12,-106.91,276.02,7.31,36,2311.75015,1.17166,4.91999,3.3315,3.3594
147.12,-106.91,276.02,7.31,36,2311.74024,1.17161,4.92053,3.3315,3.3594
147.12,-106.91,276.02,7.31,36,2311.73281,1.17199,4.92029,3.3392,3.3594
147.12,-106.91,276.02,7.31,36,2311.72437,1.17191,4.9199,3.3392,3.3594
146.66,-107.53,276.02,7.31,36.25,2311.71176,1.17182,4.92041,3.3392,3.3594
146.66,-107.53,276.02,7.31,36.25,2311.73814,1.17198,4.92004,3.3392,3.3594
146.66,-107.53,276.02,7.31,36.25,2311.72665,1.17211,4.92047,3.3392,3.3594
146.66,-107.53,276.02,7.31,36.25,2311.71121,1.17252,4.91986,3.3392,3.3594
146.66,-107.53,276.02,7.31,36.25,2311.7073,1.17239,4.91989,3.3392,3.3594
146.66,-107.53,276.02,7.31,36.25,2311.71503,1.17273,4.9193,3.334,3.3594
146.66,-107.53,276.02,7.31,36.25,2311.71503,1.17273,4.9193,3.334,3.3594
146.22,-108.13,276.02,7.31,36.5,2311.7033,1.17248,4.91874,3.334,3.3594
146.22,-108.13,276.02,7.31,36.5,2311.69403,1.17217,4.91953,3.334,3.3594
146.22,-108.13,276.02,7.31,36.5,2311.66239,1.17233,4.91988,3.334,3.3594
146.22,-108.13,276.02,7.31,36.5,2311.67919,1.17249,4.91929,3.334,3.3594
146.22,-108.13,276.02,7.31,36.5,2311.6746,1.17248,4.91988,3.334,3.3594
145.74,-108.78,276.02,7.31,36.75,2311.67237,1.17259,4.92039,3.2925,3.3594
145.74,-108.78,276.02,7.31,36.75,2311.66966,1.17194,4.9199,3.2925,3.3594
145.74,-108.78,276.02,7.31,36.75,2311.66648,1.17205,4.92025,3.2925,3.3594
145.74,-108.78,276.02,7.31,36.75,2311.66311,1.17174,4.92013,3.2925,3.3594
145.74,-108.78,276.02,7.31,36.75,2311.69989,1.17194,4.92015,3.2925,3.3594
145.26,-109.41,276.02,7.31,37,2311.69215,1.17147,4.9206,3.2925,3.3594
145.26,-109.41,276.02,7.31,37,2311.68651,1.17186,4.92063,3.2925,3.3594
145.26,-109.41,276.02,7.31,37,2311.68225,1.17154,4.91923,3.2925,3.3594
145.26,-109.41,276.02,7.31,37,2311.67443,1.17114,4.91939,3.3392,3.3594
145.26,-109.41,276.02,7.31,37,2311.67268,1.17077,4.91946,3.3392,3.3594
144.59,-110.3,276.02,7.31,37.31,2311.66714,1.16971,4.91956,3.3392,3.3594
144.59,-110.3,276.02,7.31,37.31,2311.66574,1.1676,4.91972,3.3392,3.3594
144.59,-110.3,276.02,7.31,37.31,2311.6642,1.16763,4.91978,3.3392,3.3594
144.59,-110.3,276.02,7.31,37.31,2311.66056,1.16904,4.92008,3.3548,3.3594
144.59,-110.3,276.02,7.31,37.31,2311.65859,1.16911,4.92016,3.3548,3.3594
144.59,-110.3,276.02,7.31,37.31,2311.65785,1.16889,4.91983,3.3548,3.3594
144.1,-110.94,276.02,7.31,37.56,2311.66702,1.169,4.91996,3.3548,3.3594
144.1,-110.94,276.02,7.31,37.56,2311.66463,1.16914,4.92014,3.3548,3.3594
144.1,-110.94,276.02,7.31,37.56,2311.66319,1.16997,4.92028,3.3548,3.3594
144.1,-110.94,276.02,7.31,37.56,2311.66201,1.16996,4.9204,3.3548,3.3594
144.1,-110.94,276.02,7.31,37.56,2311.63678,1.16989,4.92027,3.3185,3.3594
144.1,-110.94,276.02,7.31,37.56,2311.63899,1.16954,4.92036,3.3185,3.3594
144.1,-110.94,276.02,7.31,37.56,2311.64867,1.16983,4.92115,3.3185,3.3594
143.64,-111.53,276.02,7.31,37.81,2311.68854,1.16656,4.92068,3.3185,3.3594
143.64,-111.53,276.02,7.31,37.81,2311.64641,1.16609,4.92042,3.3185,3.3594
143.64,-111.53,276.02,7.31,37.81,2311.64671,1.16746,4.92009,3.3185,3.3594
143.64,-111.53,276.02,7.31,37.81,2311.64707,1.16891,4.9193,3.3185,3.3594
143.64,-111.53,276.02,7.31,37.81,2311.68784,1.16944,4.91902,3.233,3.3594
143.64,-111.53,276.02,7.31,37.81,2311.68784,1.16944,4.91902,3.233,3.3594
143.2,-112.11,276.02,7.31,38.06,2311.6993,1.1695,4.91924,3.233,3.3594
143.2,-112.11,276.02,7.31,38.06,2311.69082,1.17089,4.91948,3.233,3.3594
143.2,-112.11,276.02,7.31,38.06,2311.68813,1.17112,4.91927,3.233,3.3594
143.2,-112.11,276.02,7.31,38.06,2311.68156,1.17111,4.91953,3.233,3.3594
143.2,-112.11,276.02,7.31,38.06,2311.67818,1.17104,4.91919,3.233,3.3594
143.2,-112.11,276.02,7.31,38.06,2311.67293,1.16599,4.91976,3.2434,3.3594
142.7,-112.74,276.02,7.31,38.31,2311.67035,1.16365,4.91953,3.2434,3.3594
142.7,-112.74,276.02,7.31,38.31,2311.63198,1.16489,4.91952,3.2434,3.3594
142.7,-112.74,276.02,7.31,38.31,2311.63349,1.16374,4.91942,3.2434,3.3594
142.7,-112.74,276.02,7.31,38.31,2311.63502,1.16099,4.91962,3.2434,3.3594
142.7,-112.74,276.02,7.31,38.31,2311.63773,1.16147,4.91918,3.2434,3.3594
142.7,-112.74,276.02,7.31,38.31,2311.63907,1.16216,4.91944,3.2434,3.3594
142,-113.62,276.02,7.31,38.69,2311.6404,1.16122,4.91892,3.2434,3.3594
142,-113.62,276.02,7.31,38.69,2311.64185,1.15712,4.91817,3.2434,3.3594
142,-113.62,276.02,7.31,38.69,2311.64358,1.15358,4.91833,3.2434,3.2812
142,-113.62,276.02,7.31,38.69,2311.6439,1.15411,4.91824,3.2434,3.2812
142,-113.62,276.02,7.31,38.69,2311.66866,1.15498,4.91819,3.2434,3.2812
142,-113.62,276.02,7.31,38.69,2311.66562,1.15601,4.91817,3.2434,3.2812
141.52,-114.21,276.02,7.31,38.88,2311.66277,1.1563,4.91856,3.259,3.2812
141.52,-114.21,276.02,7.31,38.88,2311.65966,1.15913,4.91893,3.259,3.2812
141.52,-114.21,276.02,7.31,38.88,2311.65883,1.16067,4.91916,3.259,3.2812
141.52,-114.21,276.02,7.31,38.88,2311.65849,1.1608,4.91915,3.259,3.2812
141.52,-114.21,276.02,7.31,38.88,2311.65771,1.1611,4.91902,3.259,3.2812
141.01,-114.84,276.02,7.31,39.19,2311.62511,1.16457,4.91916,3.259,3.2812
141.01,-114.84,276.02,7.31,39.19,2311.62511,1.16457,4.91916,3.2616,3.2812
141.01,-114.84,276.02,7.31,39.19,2311.6523,1.16639,4.91937,3.2616,3.2812
141.01,-114.84,276.02,7.31,39.19,2311.6518,1.16673,4.91996,3.2616,3.3594
141.01,-114.84,276.02,7.31,39.19,2311.65163,1.16774,4.91973,3.2616,3.3594
141.01,-114.84,276.02,7.31,39.19,2311.6514,1.16976,4.91924,3.2616,3.3594
141.01,-114.84,276.02,7.31,39.19,2311.6514,1.16976,4.91924,3.2616,3.3594
140.5,-115.46,276.02,7.31,39.44,2311.68541,1.17016,4.91935,3.2616,3.3594
140.5,-115.46,276.02,7.31,39.44,2311.67629,1.17024,4.91899,3.3211,3.3594
140.5,-115.46,276.02,7.31,39.44,2311.67629,1.17024,4.91899,3.3211,3.3594
140.5,-115.46,276.02,7.31,39.44,2311.6701,1.17128,4.91903,3.3211,3.3594
140.5,-115.46,276.02,7.31,39.44,2311.66829,1.17109,4.91926,3.3211,3.3594
140.5,-115.46,276.02,7.31,39.44,2311.64977,1.17062,4.91933,3.3211,3.3594
140,-116.07,276.02,7.31,39.69,2311.6498,1.17066,4.91918,3.3211,3.3594
140,-116.07,276.02,7.31,39.69,2311.64987,1.17152,4.91907,3.3211,3.3594
140,-116.07,276.02,7.31,39.69,2311.6499,1.17179,4.9198,3.3211,3.3594
140,-116.07,276.02,7.31,39.69,2311.64996,1.17156,4.91979,3.3315,3.3594
140,-116.07,276.02,7.31,39.69,2311.64997,1.17157,4.91981,3.3315,3.3594
140,-116.07,276.02,7.31,39.69,2311.64999,1.17229,4.91978,3.3315,3.3594
140,-116.07,276.02,7.31,39.69,2311.65001,1.17225,4.91994,3.3315,3.3594
139.5,-116.68,276.02,7.31,39.94,2311.65002,1.17255,4.91962,3.3315,3.3594
139.5,-116.68,276.02,7.31,39.94,2311.68737,1.17163,4.91968,3.3315,3.3594
139.5,-116.68,276.02,7.31,39.94,2311.68275,1.17092,4.91928,3.3315,3.3594
139.5,-116.68,276.02,7.31,39.94,2311.68015,1.17022,4.91998,3.347,3.3594
139.5,-116.68,276.02,7.31,39.94,2311.67188,1.16686,4.91945,3.347,3.3594
138.99,-117.28,276.01,7.31,40.19,2311.66983,1.1672,4.91892,3.347,3.3594
138.99,-117.28,276.01,7.31,40.19,2311.66632,1.16758,4.91896,3.347,3.3594
138.99,-117.28,276.01,7.31,40.19,2311.66632,1.16758,4.91896,3.347,3.3594
138.99,-117.28,276.01,7.31,40.19,2311.66356,1.16817,4.91924,3.347,3.3594
138.99,-117.28,276.01,7.31,40.19,2311.66164,1.16915,4.91938,3.347,3.3594
138.99,-117.28,276.01,7.31,40.19,2311.68342,1.16944,4.91954,3.334,3.3594
138.27,-118.13,276.01,7.31,40.5,2311.67803,1.16989,4.91956,3.334,3.3594
138.27,-118.13,276.01,7.31,40.5,2311.67542,1.17007,4.92011,3.334,3.3594
138.27,-118.13,276.01,7.31,40.5,2311.69656,1.17014,4.91954,3.334,3.3594
138.27,-118.13,276.01,7.31,40.5,2311.69656,1.17014,4.91954,3.334,3.3594
138.27,-118.13,276.01,7.31,40.5,2311.68769,1.16973,4.91916,3.334,3.3594
138.27,-118.13,276.01,7.31,40.5,2311.67765,1.17097,4.92006,3.2616,3.3594
138.27,-118.13,276.01,7.31,40.5,2311.67352,1.17051,4.92145,3.2616,3.3594
137.78,-118.7,276.01,7.31,40.75,2311.67,1.17099,4.92079,3.2616,3.3594
137.78,-118.7,276.01,7.31,40.75,2311.66839,1.17131,4.92074,3.2616,3.3594
137.78,-118.7,276.01,7.31,40.75,2311.66367,1.17102,4.92046,3.2616,3.3594
137.78,-118.7,276.01,7.31,40.75,2311.66367,1.17102,4.92046,3.2616,3.3594
137.78,-118.7,276.01,7.31,40.75,2311.66171,1.17103,4.92027,3.2616,3.3594
137.26,-119.3,276.02,7.31,41,2311.68287,1.17135,4.92041,3.2719,3.3594
137.26,-119.3,276.02,7.31,41,2311.68017,1.17149,4.92061,3.2719,3.3594
137.26,-119.3,276.02,7.31,41,2311.67744,1.17128,4.92046,3.2719,3.3594
137.26,-119.3,276.02,7.31,41,2311.67495,1.1718,4.92056,3.2719,3.3594
137.26,-119.3,276.02,7.31,41,2311.6716,1.17101,4.91983,3.2719,3.3594
137.26,-119.3,276.02,7.31,41,2311.66885,1.17093,4.79593,3.2719,3.3594
137.26,-119.3,276.02,7.31,41,2311.66531,1.17167,4.68939,3.2719,3.3594
136.73,-119.91,276.02,7.31,41.25,2311.66074,1.17227,4.75872,3.2951,3.3594
136.73,-119.91,276.02,7.31,41.25,2311.66074,1.17227,4.75872,3.2951,3.3594
136.73,-119.91,276.02,7.31,41.25,2311.68082,1.17223,4.78668,3.2951,3.3594
136.73,-119.91,276.02,7.31,41.25,2311.69886,1.17179,4.81593,3.2951,3.3594
136.73,-119.91,276.02,7.31,41.25,2311.69578,1.17179,4.82253,3.2951,3.3594
136.73,-119.91,276.02,7.31,41.25,2311.69173,1.17185,4.83073,3.2951,3.3594
136.18,-120.52,276.02,7.31,41.5,2311.68107,1.17129,4.85281,3.3211,3.3594
136.18,-120.52,276.02,7.31,41.5,2311.67747,1.1705,4.86145,3.3211,3.3594
136.18,-120.52,276.02,7.31,41.5,2311.69842,1.17074,4.86644,3.3211,3.3594
136.18,-120.52,276.02,7.31,41.5,2311.69376,1.17065,4.87151,3.3211,3.3594
136.18,-120.52,276.02,7.31,41.5,2311.68613,1.17081,4.87958,3.3211,3.3594
135.68,-121.09,276.02,7.31,41.75,2311.68018,1.17196,4.88567,3.3211,3.3594
135.68,-121.09,276.02,7.31,41.75,2311.67465,1.17193,4.89251,3.3211,3.3594
135.68,-121.09,276.02,7.31,41.75,2311.67065,1.17214,4.89649,3.3807,3.3594
135.68,-121.09,276.02,7.31,41.75,2311.66741,1.17215,4.89976,3.3807,3.3594
135.68,-121.09,276.02,7.31,41.75,2311.66583,1.17165,4.90105,3.3807,3.3594
135.68,-121.09,276.02,7.31,41.75,2311.66311,1.17197,4.9043,3.3807,3.3594
135.19,-121.64,276.02,7.31,42,2311.66046,1.17248,4.90683,3.3807,3.3594
135.19,-121.64,276.02,7.31,42,2311.65973,1.17238,4.90814,3.3807,3.3594
135.19,-121.64,276.02,7.31,42,2311.69018,1.17194,4.91048,3.3755,3.3594
135.19,-121.64,276.02,7.31,42,2311.68688,1.17182,4.91108,3.3755,3.3594
135.19,-121.64,276.02,7.31,42,2311.68327,1.17207,4.91223,3.3755,3.3594
135.19,-121.64,276.02,7.31,42,2311.68039,1.17227,4.9126,3.3755,3.3594
134.42,-122.49,276.02,7.31,42.31,2311.67529,1.17222,4.91324,3.3755,3.3594
134.42,-122.49,276.02,7.31,42.31,2311.67179,1.17189,4.91422,3.3755,3.3594
134.42,-122.49,276.02,7.31,42.31,2311.66758,1.172,4.91513,3.3755,3.3594
134.42,-122.49,276.02,7.31,42.31,2311.66534,1.17139,4.91629,3.3548,3.3594
134.42,-122.49,276.02,7.31,42.31,2311.66329,1.17204,4.91629,3.3548,3.3594
134.42,-122.49,276.02,7.31,42.31,2311.68753,1.17131,4.9163,3.3548,3.3594
133.89,-123.07,276.02,7.31,42.56,2311.70268,1.17154,4.91716,3.3548,3.3594
133.89,-123.07,276.02,7.31,42.56,2311.69824,1.17184,4.9171,3.3548,3.3594
133.89,-123.07,276.02,7.31,42.56,2311.69312,1.17149,4.91812,3.3548,3.3594
133.89,-123.07,276.02,7.31,42.56,2311.68359,1.17093,4.91803,3.3548,3.3594
133.89,-123.07,276.02,7.31,42.56,2311.67722,1.17113,4.91792,3.3055,3.3594
133.89,-123.07,276.02,7.31,42.56,2311.69429,1.17132,4.91781,3.3055,3.3594
133.36,-123.65,276.02,7.31,42.81,2311.68993,1.17105,4.9178,3.3055,3.3594
133.36,-123.65,276.02,7.31,42.81,2311.7085,1.17111,4.91845,3.3055,3.3594
133.36,-123.65,276.02,7.31,42.81,2311.72081,1.17105,4.91891,3.3055,3.3594
133.36,-123.65,276.02,7.31,42.81,2311.71285,1.17128,4.91862,3.3055,3.3594
133.36,-123.65,276.02,7.31,42.81,2311.75699,1.1709,4.91868,3.3133,3.3594
133.36,-123.65,276.02,7.31,42.81,2311.77131,1.17098,4.91895,3.3133,3.3594
132.87,-124.18,276.01,7.31,43.06,2311.81628,1.17113,4.91889,3.3133,3.3594
132.87,-124.18,276.01,7.31,43.06,2311.80105,1.17101,4.91878,3.3133,3.3594
132.87,-124.18,276.01,7.31,43.06,2311.77109,1.17073,4.91936,3.3133,3.3594
132.87,-124.18,276.01,7.31,43.06,2311.77109,1.17073,4.91936,3.3133,3.3594
132.87,-124.18,276.01,7.31,43.06,2311.76503,1.17085,4.91932,3.3133,3.3594
132.87,-124.18,276.01,7.31,43.06,2311.7812,1.17094,4.91854,3.3366,3.3594
132.34,-124.74,276.01,7.31,43.31,2311.79384,1.17083,4.91832,3.3366,3.3594
132.34,-124.74,276.01,7.31,43.31,2311.78074,1.17074,4.91838,3.3366,3.3594
132.34,-124.74,276.01,7.31,43.31,2311.76996,1.17061,4.91907,3.3366,3.3594
132.34,-124.74,276.01,7.31,43.31,2311.78444,1.17046,4.9192,3.3366,3.3594
132.34,-124.74,276.01,7.31,43.31,2311.80643,1.17045,4.91947,3.3366,3.3594
132.34,-124.74,276.01,7.31,43.31,2311.79342,1.17029,4.91932,3.3366,3.3594
131.71,-125.41,276.02,7.31,43.62,2311.75776,1.16895,4.919,3.3263,3.3594
131.71,-125.41,276.02,7.31,43.62,2311.77086,1.16925,4.919,3.3263,3.3594
131.71,-125.41,276.02,7.31,43.62,2311.7845,1.16963,4.91861,3.3263,3.3594
131.71,-125.41,276.02,7.31,43.62,2311.79605,1.16983,4.91853,3.3263,3.3594
131.71,-125.41,276.02,7.31,43.62,2311.76904,1.16965,4.91862,3.3263,3.3594
131.71,-125.41,276.02,7.31,43.62,2311.76904,1.16965,4.91862,3.3263,3.3594
131.71,-125.41,276.02,7.31,43.62,2311.73813,1.17082,4.91771,3.3263,3.3594
131.15,-125.99,276.01,7.31,43.88,2311.75341,1.17102,4.91862,3.3263,3.3594
131.15,-125.99,276.01,7.31,43.88,2311.74401,1.17109,4.91924,3.3107,3.3594
131.15,-125.99,276.01,7.31,43.88,2311.7355,1.17121,4.91921,3.3107,3.3594
131.15,-125.99,276.01,7.31,43.88,2311.72772,1.17114,4.91931,3.3107,3.3594
131.15,-125.99,276.01,7.31,43.88,2311.71921,1.17114,4.91899,3.3107,3.3594
131.15,-125.99,276.01,7.31,43.88,2311.73188,1.17129,4.91901,3.3107,3.3594
131.15,-125.99,276.01,7.31,43.88,2311.71631,1.17162,4.91912,3.3107,3.3594
130.54,-126.62,276.02,7.31,44.12,2311.70536,1.17156,4.9192,3.3107,3.3594
130.54,-126.62,276.02,7.31,44.12,2311.70128,1.17148,4.91909,3.3107,3.3594
130.54,-126.62,276.02,7.31,44.12,2311.69661,1.17163,4.9192,3.3289,3.3594
130.54,-126.62,276.02,7.31,44.12,2311.68625,1.17098,4.9194,3.3289,3.3594
130.54,-126.62,276.02,7.31,44.12,2311.68483,1.17091,4.91948,3.3289,3.3594
130.54,-126.62,276.02,7.31,44.12,2311.6798,1.17103,4.91904,3.3289,3.3594
130.54,-126.62,276.02,7.31,44.12,2311.67364,1.16761,4.91897,3.3289,3.3594
130.02,-127.15,276.02,7.31,44.38,2311.67007,1.16706,4.91923,3.3289,3.3594
130.02,-127.15,276.02,7.31,44.38,2311.66809,1.16848,4.9192,3.3289,3.3594
130.02,-127.15,276.02,7.31,44.38,2311.66495,1.16962,4.91894,3.3029,3.3594
130.02,-127.15,276.02,7.31,44.38,2311.66495,1.16962,4.91894,3.3029,3.3594
130.02,-127.15,276.02,7.31,44.38,2311.6925,1.16958,4.91918,3.3029,3.3594
130.02,-127.15,276.02,7.31,44.38,2311.68695,1.17012,4.91899,3.3029,3.3594
129.18,-128.01,276.02,7.31,44.75,2311.6792,1.1704,4.91887,3.3029,3.3594
129.18,-128.01,276.02,7.31,44.75,2311.67405,1.17121,4.91885,3.3029,3.3594
129.18,-128.01,276.02,7.31,44.75,2311.67046,1.17077,4.91935,3.3029,3.3594
129.18,-128.01,276.02,7.31,44.75,2311.64408,1.17093,4.9198,3.2977,3.3594
129.18,-128.01,276.02,7.31,44.75,2311.66961,1.17161,4.92,3.2977,3.3594
129.18,-128.01,276.02,7.31,44.75,2311.66686,1.17189,4.91988,3.2977,3.3594
128.62,-128.57,276.02,7.31,45,2311.66534,1.17159,4.91957,3.2977,3.3594
128.62,-128.57,276.02,7.31,45,2311.66265,1.17071,4.91969,3.2977,3.3594
