loop_time,x,y,z,angle_x,angle_y,angle_z,layer,do1,rwfs,swfs,tcp_speed_output
0.013984199962578714,179.56,-96.38,370.64,-179.42,-0.29,178.08,1.0,0.0,8.0,8.0,0.1
0.016803200007416308,179.7,-95.9,369.54,-179.42,-0.29,178.07,1.0,0.0,8.0,8.0,0.1
0.014892200008034706,179.89,-95.26,368.08,-179.42,-0.3,178.07,1.0,0.0,8.0,8.0,0.1
0.013317900011315942,180.08,-94.61,366.63,-179.42,-0.3,178.07,1.0,0.0,8.0,8.0,0.1
0.017482499999459833,180.27,-93.95,365.18,-179.42,-0.29,178.07,1.0,0.0,8.0,8.0,0.1
0.013696599984541535,180.46,-93.32,363.72,-179.42,-0.29,178.07,1.0,0.0,8.0,8.0,0.1
0.014291100029367954,180.65,-92.68,362.24,-179.42,-0.29,178.08,1.0,0.0,8.0,8.0,0.1
0.015075500006787479,180.8,-92.21,361.14,-179.42,-0.29,178.08,1.0,0.0,8.0,8.0,0.1
0.016069100005552173,180.97,-91.61,359.65,-179.42,-0.29,178.07,1.0,0.0,8.0,8.0,0.1
0.01299059996381402,181.14,-90.97,358.16,-179.42,-0.29,178.07,1.0,0.0,8.0,8.0,0.1
0.015415199974086136,181.31,-90.34,356.68,-179.42,-0.3,178.07,1.0,0.0,8.0,8.0,0.1
0.01410650002071634,181.48,-89.72,355.21,-179.42,-0.3,178.07,1.0,0.0,8.0,8.0,0.1
0.01654949999647215,181.62,-89.23,354.11,-179.42,-0.3,178.07,1.0,0.0,8.0,8.0,0.1
0.01506339997285977,181.81,-88.58,352.66,-179.42,-0.3,178.07,1.0,0.0,8.0,8.0,0.1
0.01457310002297163,182.01,-87.96,351.2,-179.41,-0.3,178.07,1.0,0.0,8.0,8.0,0.1
0.016385299968533218,182.21,-87.31,349.75,-179.42,-0.3,178.07,1.0,0.0,8.0,8.0,0.1
0.015198800014331937,182.41,-86.67,348.29,-179.41,-0.3,178.07,1.0,0.0,8.0,8.0,0.1
0.012840200040955096,182.59,-86.04,346.82,-179.41,-0.3,178.06,1.0,0.0,8.0,8.0,0.1
0.014897999993991107,182.78,-85.4,345.35,-179.41,-0.3,178.07,1.0,0.0,8.0,8.0,0.1
0.015818800020497292,182.91,-84.94,344.23,-179.41,-0.3,178.06,1.0,0.0,8.0,8.0,0.1
0.014603499963413924,183.07,-84.33,342.74,-179.41,-0.3,178.06,1.0,0.0,8.0,8.0,0.1
0.012506500002928078,183.2,-83.86,341.62,-179.41,-0.3,178.06,1.0,0.0,8.0,8.0,0.1
0.015081599995028228,183.42,-83.09,339.76,-179.41,-0.3,178.06,1.0,0.0,8.0,8.0,0.1
0.016531100030988455,183.55,-82.62,338.65,-179.41,-0.3,178.06,1.0,0.0,8.0,8.0,0.1
0.015554500045254827,183.74,-81.97,337.18,-179.41,-0.3,178.07,1.0,0.0,8.0,8.0,0.1
0.014668599993456155,183.93,-81.33,335.72,-179.41,-0.3,178.06,1.0,0.0,8.0,8.0,0.1
0.01667859998997301,184.12,-80.67,334.26,-179.41,-0.3,178.06,1.0,0.0,8.0,8.0,0.1
0.014723700005561113,184.31,-80.01,332.8,-179.41,-0.3,178.06,1.0,0.0,8.0,8.0,0.1
0.013637900003232062,184.48,-79.38,331.33,-179.41,-0.3,178.06,1.0,0.0,8.0,8.0,0.1
0.01792139996541664,184.67,-78.73,329.88,-179.41,-0.3,178.06,1.0,0.0,8.0,8.0,0.1
0.013410299958195537,184.86,-78.08,328.41,-179.41,-0.3,178.06,1.0,0.0,8.0,8.0,0.1
0.01458479999564588,185.04,-77.46,326.95,-179.41,-0.3,178.06,1.0,0.0,8.0,8.0,0.1
0.015837799990549684,185.23,-76.81,325.48,-179.4,-0.3,178.06,1.0,0.0,8.0,8.0,0.1
0.014882899995427579,185.37,-76.33,324.37,-179.4,-0.3,178.06,1.0,0.0,8.0,8.0,0.1
0.013702699972782284,185.54,-75.72,322.89,-179.4,-0.3,178.06,1.0,0.0,8.0,8.0,0.1
0.015125499980058521,185.72,-75.09,321.4,-179.4,-0.3,178.06,1.0,0.0,8.0,8.0,0.1
0.01419990003341809,185.89,-74.47,319.91,-179.4,-0.3,178.06,1.0,0.0,8.0,8.0,0.1
0.016756099998019636,186.0,-74.02,318.79,-179.4,-0.31,178.06,1.0,0.0,8.0,8.0,0.1
0.015018799982499331,186.18,-73.39,317.3,-179.4,-0.31,178.06,1.0,0.0,8.0,8.0,0.1
0.013020800019148737,186.35,-72.76,315.82,-179.4,-0.31,178.06,1.0,0.0,8.0,8.0,0.1
0.017659900011494756,186.53,-72.13,314.35,-179.4,-0.31,178.06,1.0,0.0,8.0,8.0,0.1
0.013644399994518608,186.73,-71.48,312.87,-179.39,-0.31,178.06,1.0,0.0,8.0,8.0,0.1
0.014303900010418147,186.91,-70.86,311.4,-179.39,-0.31,178.06,1.0,0.0,8.0,8.0,0.1
0.014675499987788498,187.05,-70.39,310.3,-179.39,-0.31,178.06,1.0,0.0,8.0,8.0,0.1
0.015805299975909293,187.25,-69.73,308.85,-179.39,-0.31,178.06,1.0,0.0,8.0,8.0,0.1
0.013749799982178956,187.43,-69.09,307.38,-179.39,-0.31,178.06,1.0,0.0,8.0,8.0,0.1
0.014951399993151426,187.62,-68.47,305.92,-179.39,-0.31,178.06,1.0,0.0,8.0,8.0,0.1
0.013936900009866804,187.77,-67.98,304.83,-179.39,-0.31,178.06,1.0,0.0,8.0,8.0,0.1
0.01669900002889335,187.96,-67.34,303.37,-179.39,-0.31,178.06,1.0,0.0,8.0,8.0,0.1
0.015706900041550398,188.15,-66.71,301.9,-179.39,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.012811799999326468,188.35,-66.05,300.45,-179.39,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.01755249995039776,188.52,-65.42,298.97,-179.39,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.013517100014723837,188.65,-64.94,297.87,-179.39,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.014742700033821166,188.88,-64.13,296.03,-179.39,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.015711499960161746,189.01,-63.67,294.92,-179.39,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.014347299991641194,189.2,-63.04,293.45,-179.39,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.015187199984211475,189.39,-62.41,291.98,-179.39,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.014332399994600564,189.57,-61.79,290.5,-179.39,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.01398350001545623,189.76,-61.15,289.02,-179.39,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.016386799979954958,189.89,-60.66,287.91,-179.39,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.015107500017620623,190.06,-60.05,286.43,-179.38,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.013320800033397973,190.24,-59.42,284.95,-179.38,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.017367699998430908,190.41,-58.8,283.46,-179.38,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.013160500035155565,190.55,-58.34,282.35,-179.38,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.014686800015624613,190.78,-57.55,280.51,-179.38,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.013552200049161911,190.91,-57.07,279.4,-179.38,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.016855399997439235,191.07,-56.46,277.92,-179.38,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.01395669998601079,191.25,-55.81,276.45,-179.38,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.014861300005577505,191.39,-55.33,275.34,-179.38,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.014023599971551448,191.58,-54.71,273.87,-179.38,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.01723420002963394,191.77,-54.06,272.4,-179.38,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.014658299973234534,191.96,-53.42,270.93,-179.38,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.013775600004009902,192.13,-52.8,269.46,-179.37,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.017507900018244982,192.31,-52.14,267.99,-179.37,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.013591800001449883,192.48,-51.5,266.52,-179.38,-0.31,178.05,1.0,0.0,8.0,8.0,0.1
0.014304400014225394,192.66,-50.87,265.05,-179.37,-0.32,178.05,1.0,0.0,8.0,8.0,0.1
0.015985499951057136,192.84,-50.22,263.58,-179.37,-0.32,178.05,1.0,0.0,8.0,8.0,0.1
0.015531099983491004,192.99,-49.74,262.47,-179.37,-0.32,178.05,1.0,0.0,8.0,8.0,0.1
0.014131900039501488,193.17,-49.12,261.01,-179.37,-0.32,178.05,1.0,0.0,8.0,8.0,0.1
0.016680200002156198,193.37,-48.48,259.54,-179.37,-0.32,178.04,1.0,0.0,8.0,8.0,0.1
0.013418999966233969,193.54,-47.86,258.07,-179.37,-0.32,178.04,1.0,0.0,8.0,8.0,0.1
0.015186999982688576,193.67,-47.39,256.97,-179.37,-0.32,178.04,1.0,0.0,8.0,8.0,0.1
0.015556400001514703,193.9,-46.59,255.13,-179.37,-0.32,178.04,1.0,0.0,8.0,8.0,0.1
0.013559899991378188,194.04,-46.12,254.02,-179.37,-0.32,178.04,1.0,0.0,8.0,8.0,0.1
0.01673030003439635,194.21,-45.51,252.54,-179.37,-0.32,178.04,1.0,0.0,8.0,8.0,0.1
0.013526400027330965,194.39,-44.88,251.06,-179.37,-0.32,178.04,1.0,0.0,8.0,8.0,0.1
0.014541800017468631,194.55,-44.26,249.57,-179.36,-0.32,178.04,1.0,0.0,8.0,8.0,0.1
0.015777900000102818,194.71,-43.65,248.08,-179.36,-0.32,178.04,1.0,0.0,8.0,8.0,0.1
0.015550000010989606,194.84,-43.17,246.96,-179.36,-0.32,178.03,1.0,0.0,8.0,8.0,0.1
0.014244800026062876,195.01,-42.57,245.47,-179.36,-0.32,178.04,1.0,0.0,8.0,8.0,0.1
0.013859300001058728,195.17,-41.96,243.98,-179.36,-0.32,178.04,1.0,0.0,8.0,8.0,0.1
0.015269999974407256,195.34,-41.33,242.48,-179.36,-0.32,178.04,1.0,0.0,8.0,8.0,0.1
0.015646500047296286,195.47,-40.87,241.36,-179.36,-0.32,178.04,1.0,0.0,8.0,8.0,0.1
0.01495240000076592,195.66,-40.1,239.49,-179.35,-0.33,178.04,1.0,0.0,8.0,8.0,0.1
0.013897099997848272,195.8,-39.64,238.37,-179.35,-0.33,178.03,1.0,0.0,8.0,8.0,0.1
0.016868299979250878,195.96,-39.01,236.88,-179.35,-0.33,178.04,1.0,0.0,8.0,8.0,0.1
0.0131064000306651,196.13,-38.4,235.4,-179.35,-0.33,178.03,1.0,0.0,8.0,8.0,0.1
0.015030400012619793,196.31,-37.75,233.92,-179.35,-0.33,178.04,1.0,0.0,8.0,8.0,0.1
0.015671200002543628,196.48,-37.13,232.44,-179.35,-0.33,178.04,1.0,0.0,8.0,8.0,0.1
0.015004499990027398,196.61,-36.67,231.33,-179.35,-0.33,178.03,1.0,0.0,8.0,8.0,0.1
0.014704499975778162,196.81,-36.03,229.86,-179.35,-0.33,178.03,1.0,0.0,8.0,8.0,0.1
0.013856600038707256,197.01,-35.39,228.4,-179.35,-0.33,178.04,1.0,0.0,8.0,8.0,0.1
0.01679989998228848,197.21,-34.76,226.94,-179.35,-0.33,178.03,1.0,0.0,8.0,8.0,0.1
0.014638699998613447,197.41,-34.11,225.49,-179.35,-0.33,178.03,1.0,0.0,8.0,8.0,0.1
0.014320700021926314,197.59,-33.47,224.03,-179.34,-0.33,178.03,1.0,0.0,8.0,8.0,0.1
0.013618700031656772,197.73,-32.99,222.94,-179.34,-0.33,178.03,1.0,0.0,8.0,8.0,0.1
